shard_id,flag_id,severity,entity,period,area,issue,impact,recommended_fix,source_id,status
8,FLAG-00005,high,920925.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00001,high,920005.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00002,high,920035.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00003,high,920038.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00004,high,920057.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00005,high,920136.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00006,high,920218.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
9,FLAG-00007,high,920701.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00001,high,920002.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00002,high,920019.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00003,high,920046.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00004,high,920060.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00005,high,920087.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00006,high,920088.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00007,high,920090.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00008,high,920179.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00009,high,920207.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00010,high,920223.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00011,high,920407.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00012,high,920493.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00013,high,920575.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00014,high,920651.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
10,FLAG-00015,high,920826.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00001,high,920001.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00002,high,920072.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00003,high,920152.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00004,high,920167.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00005,high,920275.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00006,high,920414.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00007,high,920504.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00008,high,920526.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00009,high,920580.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00010,high,920593.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00011,high,920627.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00012,high,920768.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
11,FLAG-00013,high,920856.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00001,high,920010.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00002,high,920065.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00003,high,920138.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00004,high,920169.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00005,high,920171.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00006,high,920238.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00007,high,920252.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00008,high,920455.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00009,high,920670.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00010,high,920720.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00011,high,920729.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00012,high,920753.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00013,high,920792.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00014,high,920832.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00015,high,920834.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00016,high,920885.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
12,FLAG-00017,high,920931.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00001,high,920015.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00002,high,920037.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00003,high,920166.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00004,high,920199.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00005,high,920245.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00006,high,920438.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00007,high,920508.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00008,high,920510.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00009,high,920675.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00010,high,920703.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00011,high,920781.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
13,FLAG-00012,high,920943.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00001,high,920027.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00002,high,920030.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00003,high,920080.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00004,high,920091.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00005,high,920156.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00006,high,920160.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00007,high,920180.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00008,high,920299.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00009,high,920489.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00010,high,920553.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00011,high,920634.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00012,high,920809.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
14,FLAG-00013,high,920892.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00001,high,920089.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00002,high,920193.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00003,high,920239.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00004,high,920405.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00005,high,920496.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00006,high,920505.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00007,high,920642.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00008,high,920662.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
15,FLAG-00009,high,920819.BJ,ALL,statement_coverage,BSE_OFFICIAL_DOCUMENT_EXTRACTION_REQUIRED,No normalized decision-grade statement facts,BSE: implement CNINFO document extraction in FMDL-3B-2; other boards: retry/reconcile source routes,CNINFO_OFFICIAL_DISCLOSURE,CONTROLLED_QUARANTINE
